Species,Weight,Length1,Length2,Length3,Height,Width
Whitefish,288.9,25.79,28.36,31.35,8.72,4.55
Perch,84.15,17.62,19.4,20.59,5.09,3.01
Smelt,8.53,10.58,11.07,12.35,1.94,1.26
Whitefish,378.0,19.95,21.7,23.8,7.52,4.59
Pike,1162.5,48.36,52.08,55.52,9.94,6.5
Bream,840.0,41.16,44.8,52.08,20.94,7.24
Parkki,175.1,19.57,21.32,23.9,9.68,3.51
Smelt,6.09,7.56,7.91,8.82,1.38,0.9
Whitefish,333.54,27.9,30.52,33.57,9.57,5.1
Perch,206.0,30.9,33.27,35.84,5.74,3.48
Pike,547.2,48.0,51.0,54.6,8.74,5.19
Perch,83.2,17.89,19.76,21.01,5.86,3.17
Smelt,13.0,14.69,15.34,17.03,2.88,1.67
Perch,990.0,39.4,42.57,44.75,11.81,7.2
Parkki,6.25,7.95,8.9,9.33,2.24,1.49
Bream,797.5,34.98,38.5,44.99,18.0,6.66
Parkki,248.43,20.93,22.75,25.48,10.09,3.77
Whitefish,351.0,31.33,34.45,38.09,10.59,5.52
Smelt,9.9,11.51,12.12,13.33,2.23,1.16
Parkki,320.0,33.92,36.8,41.28,16.55,5.86
Whitefish,1200.0,44.76,48.0,52.2,14.82,7.83
Perch,315.0,30.8,33.6,35.7,10.21,5.21
Parkki,99.0,17.93,19.47,21.78,8.15,2.94
Perch,69.0,11.4,12.6,13.5,3.55,1.98
Bream,888.0,34.75,37.92,43.49,18.0,6.48
Perch,169.0,26.65,29.25,31.2,7.61,4.71
Bream,740.0,28.96,31.6,36.24,15.0,5.4
Roach,87.87,18.38,20.0,22.42,5.67,3.21
Bream,544.5,39.45,43.5,50.25,19.09,6.68
Perch,204.92,23.5,24.91,26.32,6.74,3.9
Whitefish,534.6,28.21,30.69,33.66,10.64,6.5
Whitefish,560.0,23.59,25.48,27.72,8.23,4.6
Bream,665.0,30.3,33.25,38.48,15.43,5.31
Parkki,327.6,27.6,30.0,33.6,13.31,4.97
Smelt,10.48,11.23,11.88,12.96,2.37,1.49
Smelt,7.32,7.26,7.8,8.28,1.37,0.75
Whitefish,378.0,33.74,37.1,41.02,11.4,5.95
Pike,433.2,38.0,40.38,43.23,6.92,4.11
Bream,312.8,21.99,24.38,28.61,11.39,4.32
Pike,273.6,24.0,25.5,27.3,4.37,2.59
Smelt,11.83,11.15,11.83,13.0,2.03,1.35
Smelt,19.31,12.94,14.01,14.9,2.82,2.03
Bream,669.5,31.93,34.51,39.86,14.91,5.9
Roach,121.8,25.48,27.72,31.08,7.86,4.44
Parkki,194.0,20.56,22.31,25.03,10.04,3.55
Whitefish,278.1,24.82,27.3,30.18,8.39,4.38
Smelt,8.0,9.94,10.4,11.59,1.82,1.18
Parkki,198.0,20.99,22.77,25.54,10.24,3.63
Bream,717.75,31.48,34.65,40.49,16.2,5.99
Bream,399.3,28.93,31.9,36.85,14.0,4.9
Smelt,9.21,10.72,11.28,12.41,2.07,1.08
Whitefish,534.6,28.21,30.69,33.66,10.64,6.5
Pike,1275.0,53.04,57.12,60.89,10.9,7.12
Bream,174.0,14.4,15.78,18.72,7.49,2.58
Smelt,10.44,12.96,13.56,15.12,2.37,1.54
Perch,910.0,37.4,40.04,42.41,11.36,6.91
Parkki,108.0,19.56,21.24,23.76,8.89,3.21
Perch,56.0,12.04,13.3,14.14,3.95,2.14
Roach,81.12,18.2,19.55,22.05,5.8,3.02
Pike,612.0,48.0,51.0,54.6,8.19,5.35
Bream,272.0,23.6,25.6,29.84,11.13,4.06
Pike,1001.0,58.24,62.4,66.56,9.98,6.99
Parkki,120.0,17.5,19.0,21.3,8.39,2.92
Smelt,7.0,7.91,8.26,9.17,1.55,0.9
Parkki,194.0,20.56,22.31,25.03,10.04,3.55
Bream,429.0,30.36,33.0,38.5,13.94,5.16
Whitefish,502.2,26.51,28.83,31.62,9.99,6.1
Roach,72.54,16.28,17.48,19.72,5.19,2.7
Pike,595.35,45.36,48.3,51.14,8.18,5.11
Parkki,154.5,18.95,20.6,23.07,9.16,3.39
Bream,468.7,28.89,31.61,37.06,13.56,5.6
Roach,195.0,26.52,28.6,32.11,7.55,4.88
Perch,176.4,22.54,24.5,25.97,6.31,3.61
Bream,456.0,27.26,29.76,34.75,13.69,4.9
Roach,111.1,19.29,21.01,23.33,6.23,3.43
Bream,480.0,23.52,25.6,29.76,12.35,4.46
Bream,520.0,24.8,26.8,30.96,11.58,4.58
Bream,719.25,32.97,35.7,41.16,16.79,5.64
Roach,139.2,29.12,31.68,35.52,8.99,5.08
Smelt,9.01,10.28,10.74,11.92,2.01,1.06
Perch,1177.0,42.91,46.01,48.69,13.39,7.94
Pike,460.56,40.4,42.92,45.95,7.35,4.37
Pike,588.6,43.71,46.87,49.92,8.49,5.59
Smelt,21.49,14.9,16.2,17.5,3.17,2.03
Pike,1750.0,72.8,78.4,83.58,14.96,9.78
Roach,123.6,19.98,21.63,24.41,6.3,3.39
Roach,354.9,26.85,28.85,31.85,8.63,4.87
Parkki,84.0,12.25,13.3,14.91,5.87,2.04
Bream,734.4,32.64,35.7,41.41,16.69,6.21
Parkki,117.6,17.15,18.62,20.87,8.22,2.86
Perch,188.5,26.91,29.51,31.46,7.74,4.72
Bream,535.0,30.71,33.17,38.73,15.38,5.15
Perch,781.2,30.23,32.55,34.69,10.68,7.25
Parkki,208.0,22.05,23.92,26.83,10.76,3.81
Whitefish,330.48,27.65,30.24,33.26,9.48,5.06
Parkki,180.0,22.08,24.0,26.88,10.67,3.95
Pike,273.6,24.0,25.5,27.3,4.37,2.59
Parkki,192.0,20.35,22.08,24.77,9.93,3.52
Smelt,9.8,11.07,11.56,12.84,2.17,1.26
Pike,623.7,47.52,50.6,53.57,8.57,5.36
Pike,1750.0,72.8,78.4,83.58,14.96,9.78
Parkki,147.0,18.03,19.6,21.95,8.71,3.23
Roach,93.96,19.66,21.38,23.98,6.07,3.43
Pike,793.8,60.48,64.4,68.18,10.91,6.82
Pike,318.0,36.89,39.54,42.19,6.67,4.26
Bream,552.0,27.05,29.44,34.22,13.76,4.76
Whitefish,428.4,35.84,39.2,43.12,12.29,6.55
Smelt,20.1,13.94,15.15,16.36,2.96,1.9
Parkki,327.0,26.16,28.34,31.61,12.39,4.62
Perch,909.0,37.37,40.4,42.92,11.85,7.3
Whitefish,52.25,12.82,13.96,15.67,6.51,2.21
Parkki,160.0,16.96,18.4,20.64,8.28,2.93
Whitefish,256.5,22.89,25.17,27.84,7.74,4.04
Perch,544.84,32.33,34.77,36.04,10.63,6.38
Smelt,8.96,11.12,11.64,12.98,2.04,1.32
Roach,89.61,18.75,20.39,22.87,5.79,3.27
Bream,550.0,31.57,34.1,39.82,15.81,5.3
Perch,56.14,16.35,17.66,18.75,5.01,2.87
Bream,936.0,35.9,39.36,44.06,17.89,6.48
Whitefish,556.2,29.36,31.93,35.02,11.07,6.76
Parkki,251.16,21.16,23.0,25.76,10.2,3.81
Parkki,216.0,22.9,24.84,27.86,11.17,3.96
Parkki,5.55,7.05,7.9,8.27,1.99,1.32
Perch,560.26,33.25,35.75,37.06,10.93,6.56
Pike,547.2,48.0,51.0,54.6,8.74,5.19
Pike,567.0,43.2,46.0,48.7,7.79,4.87
Roach,143.55,20.29,21.78,24.06,6.57,3.51
Roach,170.69,22.22,24.24,27.47,7.61,3.87
Roach,266.8,22.08,23.92,26.86,8.17,4.14
Smelt,13.4,11.7,12.4,13.5,2.43,1.27
Pike,540.0,40.1,43.0,45.8,7.79,5.13
Parkki,204.0,22.8,24.84,27.84,11.28,4.09
Pike,765.0,60.0,63.75,68.25,10.24,6.69
Pike,1860.0,67.2,72.0,76.8,11.52,7.37
Whitefish,583.2,30.78,33.48,36.72,11.6,7.09
Roach,193.2,26.4,28.08,32.04,8.3,4.36
Roach,139.2,19.68,21.12,23.33,6.37,3.41
Parkki,121.2,17.68,19.19,21.51,8.48,2.95
Smelt,12.57,12.46,13.39,14.21,2.35,1.29
Roach,81.12,18.2,19.55,22.05,5.8,3.02
Whitefish,245.7,21.93,24.12,26.66,7.41,3.87
Whitefish,183.6,15.36,16.8,18.48,5.27,2.81
Pike,470.0,39.48,42.3,45.12,6.54,4.6
Pike,988.0,50.23,53.77,57.3,9.28,6.42
Pike,496.8,36.89,39.56,42.14,7.16,4.72
Roach,0.0,18.05,19.47,21.66,6.15,3.18
Whitefish,572.4,30.21,32.86,36.04,11.39,6.96
Pike,321.0,37.24,39.91,42.59,6.73,4.3
Smelt,9.5,10.85,11.33,12.58,2.13,1.12
Bream,970.0,32.49,35.89,41.32,18.39,6.4
Smelt,18.31,12.7,13.8,14.9,2.7,1.73
Smelt,13.05,12.95,13.91,14.77,2.44,1.34
Whitefish,309.06,25.86,28.28,31.11,8.87,4.73
Bream,756.84,34.66,38.16,43.99,17.51,6.2
Whitefish,1080.0,40.28,43.2,46.98,13.34,7.05
Parkki,210.0,28.5,31.05,34.8,12.81,4.94
Smelt,12.32,11.62,12.32,13.53,2.11,1.41
Perch,450.0,40.35,43.05,45.15,11.38,6.95
Bream,945.75,36.28,39.77,44.52,18.08,6.54
Roach,169.2,22.18,23.69,26.23,6.66,3.67
Perch,162.0,24.0,26.4,28.2,7.05,4.23
Parkki,5.43,6.9,7.73,8.1,1.94,1.3
Parkki,203.0,27.72,30.1,33.74,13.63,4.42
Roach,393.9,29.8,32.02,35.35,9.58,5.41
Pike,931.0,47.33,50.67,54.0,8.75,6.05
Bream,887.25,34.03,37.31,41.77,16.96,6.14
Perch,188.5,28.6,31.2,33.15,8.29,4.97
Perch,36.05,10.5,11.34,12.04,3.21,1.84
Smelt,9.12,9.78,10.34,11.28,2.06,1.3
Smelt,23.88,16.56,18.0,19.44,3.52,2.26
Parkki,164.9,18.43,20.08,22.5,9.11,3.31
Pike,273.0,29.76,31.85,35.31,5.4,3.99
Smelt,9.7,10.4,11.0,12.0,2.2,1.38
Roach,409.5,30.98,33.29,36.75,9.96,5.62
Bream,232.0,19.2,21.04,24.96,9.98,3.44
Perch,263.2,31.64,34.44,36.68,9.43,5.83
Perch,907.2,35.1,37.8,40.28,12.41,8.42
Bream,310.3,25.68,28.14,33.38,13.35,4.61
Perch,828.0,34.04,36.8,39.1,10.79,6.65
Parkki,110.4,16.1,17.48,19.6,7.72,2.68
Pike,1225.0,50.96,54.88,58.51,10.47,6.85
Whitefish,1280.0,53.92,58.24,63.36,18.82,10.52
Parkki,309.0,24.72,26.78,29.87,11.71,4.36
Whitefish,980.0,36.55,39.2,42.63,12.11,6.39
Perch,279.0,23.44,25.39,26.69,7.74,4.78
Perch,137.8,21.2,23.32,24.91,6.48,3.74
Pike,1140.0,57.96,62.04,66.12,10.71,7.41
Roach,185.9,24.2,26.4,29.92,8.29,4.22
Whitefish,56.1,13.77,14.99,16.83,6.98,2.37
Perch,270.0,34.5,37.5,39.75,9.66,5.53
Whitefish,272.7,24.34,26.77,29.59,8.23,4.29
Smelt,10.39,12.08,12.72,13.99,2.34,1.22
Whitefish,275.4,24.58,27.03,29.89,8.31,4.33
Parkki,142.5,17.48,19.0,21.28,8.45,3.13
Smelt,10.58,11.56,12.1,13.39,2.25,1.38
Roach,128.8,17.6,18.72,21.36,5.53,2.9
Pike,1732.5,61.95,66.57,71.4,11.35,7.85
Bream,660.0,32.34,35.2,40.92,16.45,5.69
Roach,101.4,13.2,14.4,16.32,4.52,2.3
Smelt,15.52,16.64,17.6,19.2,3.51,2.21
Smelt,12.44,12.34,13.26,14.08,2.32,1.28
Perch,126.0,21.0,23.1,24.68,6.42,3.58
Whitefish,293.76,24.58,26.88,29.57,8.43,4.49
Bream,372.0,18.9,20.7,23.82,9.31,3.17
Parkki,255.0,28.5,31.05,34.8,14.09,5.12
Roach,139.2,29.12,31.68,35.52,8.99,5.08
Bream,625.6,29.26,32.2,37.35,14.23,5.64
Perch,1055.6,38.48,41.6,44.1,12.88,7.76
Parkki,153.7,20.99,22.79,25.55,10.32,3.35
Whitefish,1400.0,52.22,56.0,60.9,17.3,9.13
Parkki,306.0,24.48,26.52,29.58,11.6,4.32
Whitefish,792.0,33.36,36.04,39.2,11.64,6.51
Smelt,8.83,9.46,10.01,10.92,2.0,1.26
Roach,145.6,19.2,20.48,22.75,5.82,3.46
Parkki,282.0,22.56,24.44,27.26,10.69,3.98
Whitefish,848.0,35.72,38.58,41.98,12.47,6.97
Pike,762.3,44.35,47.52,50.69,7.6,5.32
Bream,500.0,26.8,29.7,34.5,14.18,5.28
Perch,889.6,51.2,55.2,58.4,16.41,10.22
Roach,128.8,19.32,20.7,23.0,6.03,3.06
Bream,952.0,44.52,49.0,56.84,21.66,8.58
Parkki,240.0,19.2,20.8,23.2,9.09,3.39
Perch,148.5,20.29,22.27,23.76,6.72,3.59
Perch,240.75,23.54,25.68,27.29,7.8,3.98
Parkki,128.4,18.73,20.33,22.79,8.98,3.12
Perch,127.2,21.2,23.32,24.91,6.48,3.61
Smelt,9.8,11.19,11.68,12.97,2.19,1.15
Roach,183.6,24.07,25.7,28.46,7.23,3.98
Roach,70.98,15.93,17.11,19.29,5.07,2.64
Smelt,12.74,14.82,15.6,17.16,2.87,1.49
Smelt,13.05,12.95,13.91,14.77,2.44,1.34
Perch,927.0,38.11,41.2,43.77,12.08,7.44
Parkki,96.3,17.44,18.94,21.19,7.92,2.86
Parkki,173.4,19.38,21.11,23.66,9.58,3.48
Parkki,5.61,7.12,7.98,8.36,2.01,1.34
Perch,113.3,20.6,22.66,24.21,5.69,4.11
Smelt,14.0,15.82,16.52,18.34,3.1,1.8
Smelt,9.7,10.59,11.09,12.28,2.06,1.26
Pike,306.0,33.35,35.7,39.58,6.06,4.47
Bream,649.74,29.76,32.76,37.77,15.03,5.32
Smelt,20.7,14.35,15.6,16.85,3.05,1.95
Roach,144.2,21.63,23.18,25.75,6.75,3.42
Bream,540.0,31.0,33.48,39.1,15.52,5.2
Pike,465.12,40.8,43.35,46.41,7.43,4.41
Bream,782.0,30.18,33.12,38.27,15.54,5.7
Perch,578.24,33.28,35.88,37.96,10.67,6.64
Bream,938.4,35.7,39.27,44.98,18.4,6.43
Pike,303.0,35.15,37.67,40.2,6.35,4.06
Whitefish,324.0,17.1,18.6,20.4,6.45,3.94
Smelt,6.79,9.8,10.28,11.25,1.68,1.11
Parkki,178.5,19.95,21.73,24.36,9.87,3.58
Whitefish,848.0,35.72,38.58,41.98,12.47,6.97
Parkki,122.4,17.85,19.38,21.73,8.56,2.98
Smelt,9.41,10.27,10.75,11.9,2.0,1.23
Roach,0.0,20.14,21.73,24.17,6.86,3.55
Pike,379.5,39.6,42.35,45.1,7.04,4.37
Parkki,280.0,29.68,32.2,36.12,14.48,5.13
Whitefish,378.0,33.74,37.1,41.02,11.4,5.95
Bream,732.95,33.6,36.38,41.94,17.11,5.75
Whitefish,756.0,39.9,43.4,47.6,15.04,9.19
Whitefish,71.5,17.55,19.11,21.45,8.9,3.02
Whitefish,491.4,25.94,28.21,30.94,9.78,5.97
Smelt,12.69,11.96,12.69,13.94,2.17,1.45
Whitefish,1070.0,39.91,42.8,46.55,13.22,6.98
Smelt,10.48,11.23,11.88,12.96,2.37,1.49
Parkki,88.2,15.97,17.35,19.4,7.26,2.62
Parkki,151.5,18.58,20.2,22.62,8.98,3.33
Whitefish,588.6,31.07,33.79,37.06,11.71,7.15
Pike,1860.0,67.2,72.0,76.8,11.52,7.37
Roach,263.84,24.25,26.19,29.68,8.31,4.63
Pike,650.0,54.6,58.5,62.4,9.05,6.36
Roach,79.56,17.85,19.18,21.62,5.69,2.96
Whitefish,864.0,45.6,49.6,54.4,17.19,10.5
Bream,408.5,25.17,27.55,32.3,11.82,4.88
Perch,130.0,21.06,23.4,24.96,6.79,4.32
Parkki,210.0,16.8,18.2,20.3,7.96,2.96
Whitefish,940.0,35.06,37.6,40.89,11.61,6.13
Pike,276.0,30.08,32.2,35.7,5.46,4.03
Bream,363.8,31.57,34.24,39.91,14.89,5.43
Parkki,208.0,22.05,23.92,26.83,10.76,3.81
Parkki,84.6,15.32,16.64,18.61,6.96,2.51
Smelt,14.64,13.8,14.64,16.08,2.51,1.67
Parkki,309.0,24.72,26.78,29.87,11.71,4.36
Smelt,20.68,13.86,15.02,15.96,3.02,2.17
Parkki,182.0,19.29,20.93,23.48,9.41,3.33
Roach,151.5,20.6,22.22,24.95,5.86,3.79
Perch,122.4,20.4,22.44,23.97,6.23,3.48
Parkki,7.67,9.75,10.92,11.44,2.75,1.83
Roach,188.0,20.77,22.09,25.19,6.95,3.88
Pike,501.6,44.0,46.75,50.05,8.01,4.75
Bream,1017.5,39.82,43.45,49.83,20.63,7.42
Pike,544.32,41.47,44.16,46.75,7.48,4.68
Parkki,6.08,7.73,8.65,9.06,2.18,1.45
Roach,83.52,17.47,19.01,21.31,5.39,3.05
Pike,570.0,28.98,31.02,33.06,5.36,3.7
Roach,166.4,21.94,23.4,26.0,6.66,3.95
Smelt,13.72,14.98,15.68,17.36,2.92,1.79
Perch,1096.0,54.4,58.4,62.4,17.41,10.98
Pike,545.4,40.5,43.43,46.26,7.86,5.18
Bream,1267.5,48.62,53.3,59.67,24.23,8.77
Perch,68.0,14.56,16.0,16.8,4.07,2.22
Perch,96.0,15.55,17.28,18.43,5.01,3.19
Whitefish,216.0,19.28,21.2,23.44,6.52,3.4
Pike,372.6,38.88,41.58,44.28,6.91,4.3
Pike,240.0,26.16,28.0,31.04,4.75,3.51
Roach,161.0,22.0,23.4,26.7,6.92,3.63
Whitefish,321.3,26.88,29.4,32.34,9.22,4.92
Pike,438.6,36.21,38.76,41.31,7.44,4.67
Whitefish,52.8,12.96,14.11,15.84,6.57,2.23
Bream,768.5,33.71,37.1,43.35,17.34,6.42
Perch,213.64,24.5,25.97,27.44,7.02,4.06
Roach,0.0,28.5,30.75,34.2,9.71,5.03
Roach,232.0,32.8,35.2,38.88,10.61,5.68
Pike,1650.0,59.0,63.4,68.0,10.81,7.48
Roach,208.0,26.65,29.25,32.89,9.14,4.97
Perch,183.6,23.46,25.5,27.03,6.57,3.76
Perch,78.0,12.0,13.2,14.1,3.67,2.11
Whitefish,267.3,23.86,26.23,29.01,8.06,4.21
Bream,980.0,42.56,46.2,53.9,20.91,7.28
Whitefish,824.0,34.71,37.49,40.79,12.11,6.77
Smelt,13.42,12.65,13.42,14.74,2.3,1.53
Perch,143.55,20.49,22.47,23.96,5.89,3.59
Pike,400.0,33.6,36.0,38.4,5.57,3.92
Roach,163.2,21.52,22.95,25.5,6.53,3.88
Pike,638.4,56.0,59.5,63.7,10.19,6.05
Whitefish,480.0,20.22,21.84,23.76,7.06,3.94
Parkki,128.4,18.73,20.33,22.79,8.98,3.12
Parkki,240.0,29.44,32.0,35.84,14.23,5.27
Perch,1144.0,41.7,44.72,47.32,13.01,7.71
Roach,127.2,20.56,22.26,25.12,6.48,3.49
Perch,132.0,22.8,25.2,27.0,6.83,4.27
Roach,209.3,28.6,30.42,34.71,8.99,4.72
Bream,864.0,38.4,42.0,48.72,19.63,7.31
Pike,273.0,29.76,31.85,35.31,5.4,3.99
Pike,437.76,38.4,40.8,43.68,6.99,4.15
Bream,632.4,29.57,32.55,37.76,14.39,5.7
Parkki,208.0,22.05,23.92,26.83,10.76,3.81
Bream,960.0,47.04,51.2,59.52,24.7,8.93
Perch,165.0,30.0,33.0,35.25,8.28,5.99
Perch,240.0,33.6,36.8,39.2,8.35,5.8
Perch,650.75,32.3,34.67,37.05,10.34,6.52
Parkki,146.45,20.0,21.71,24.34,9.83,3.19
Parkki,148.5,18.22,19.8,22.18,8.8,3.26
Perch,195.0,30.0,33.0,35.25,9.17,5.29
Whitefish,53.35,13.09,14.26,16.0,6.64,2.26
Roach,0.0,19.76,21.32,23.71,6.73,3.49
Smelt,10.7,12.09,12.63,14.02,2.37,1.37
Pike,518.4,38.5,41.28,43.97,7.47,4.92
Parkki,195.0,23.92,26.0,29.12,11.56,4.28
Whitefish,58.3,14.31,15.58,17.49,7.26,2.47
Perch,624.0,35.04,37.44,39.74,10.69,5.76
Whitefish,51.15,12.56,13.67,15.35,6.37,2.16
Bream,648.0,31.75,34.56,40.18,16.67,6.03
Roach,143.0,24.83,27.04,30.03,8.02,4.41
Parkki,116.4,16.97,18.43,20.66,8.14,2.83
Parkki,144.2,19.57,21.32,23.9,8.79,3.39
Pike,723.8,42.11,45.12,48.13,7.22,5.05
Pike,1500.0,62.4,67.2,71.64,12.82,8.38
Whitefish,560.0,23.59,25.48,27.72,8.23,4.6
Parkki,72.0,10.5,11.4,12.78,5.04,1.75
Perch,84.0,18.06,19.95,21.21,5.92,3.2
Bream,634.4,32.14,34.84,40.14,16.26,5.34
Whitefish,940.0,35.06,37.6,40.89,11.61,6.13
Pike,321.0,37.24,39.91,42.59,6.73,4.3
Roach,171.2,22.58,24.08,26.75,6.85,4.07
Smelt,10.58,12.31,12.96,14.26,2.38,1.24
Whitefish,333.54,27.9,30.52,33.57,9.57,5.1
Bream,510.0,29.07,31.31,36.92,14.51,5.06
Smelt,7.63,11.01,11.55,12.64,1.88,1.25
Roach,157.17,20.46,22.32,25.3,7.01,3.57
Parkki,158.1,17.67,19.25,21.58,8.74,3.17
Roach,624.0,47.2,50.72,56.0,15.18,8.57
Parkki,8.26,10.5,11.76,12.32,2.96,1.97
Pike,1696.0,59.36,63.6,67.84,10.18,6.51
Whitefish,502.2,26.51,28.83,31.62,9.99,6.1
Bream,545.0,31.72,34.34,39.68,15.0,4.76
Roach,176.0,30.56,33.28,36.96,9.87,5.43
Perch,772.8,29.9,32.2,34.32,10.57,7.17
Whitefish,71.5,17.55,19.11,21.45,8.9,3.02
Roach,101.5,14.35,15.4,17.01,4.64,2.48
Smelt,11.59,11.49,12.35,13.11,2.16,1.19
Bream,611.0,29.14,31.49,36.38,13.61,5.38
Whitefish,50.6,12.42,13.52,15.18,6.3,2.14
Parkki,87.3,15.81,17.17,19.21,7.18,2.59
Perch,101.2,18.4,20.24,21.62,5.08,3.68
Bream,1202.5,47.06,51.35,58.89,24.38,8.77
Whitefish,77.0,18.9,20.58,23.1,9.59,3.26
Bream,570.0,22.8,24.6,27.9,10.57,3.82
Perch,89.25,18.69,20.58,21.84,5.39,3.19
Roach,120.0,19.4,21.0,23.7,6.11,3.29
Parkki,145.5,17.85,19.4,21.73,8.63,3.19
Smelt,10.38,11.13,11.77,12.84,2.35,1.48
Smelt,8.09,10.04,10.51,11.72,1.84,1.2
Whitefish,284.58,23.81,26.04,28.64,8.16,4.35
Parkki,210.0,22.26,24.15,27.09,10.86,3.85
Roach,71.07,17.0,18.75,20.91,5.46,2.91
Pike,700.7,40.77,43.68,46.59,6.99,4.89
Bream,657.6,30.14,32.64,37.63,15.35,5.16
Parkki,6.31,8.03,8.99,9.42,2.26,1.51
Pike,518.4,38.5,41.28,43.97,7.47,4.92
Parkki,92.7,16.79,18.23,20.39,7.63,2.75
Perch,959.0,47.6,51.1,54.6,15.23,9.61
Parkki,142.1,19.4,21.07,23.62,9.54,3.09
Roach,64.17,15.35,16.93,18.88,4.93,2.62
Parkki,102.0,11.4,12.42,13.92,5.64,2.05
Whitefish,1400.0,52.22,56.0,60.9,17.3,9.13
Roach,154.5,21.01,22.66,25.44,5.98,3.87
Pike,330.0,38.28,41.03,43.78,6.92,4.42
Parkki,321.0,25.68,27.82,31.03,12.16,4.53
Perch,728.0,35.88,38.48,40.98,11.27,6.52
Whitefish,1090.0,40.66,43.6,47.42,13.47,7.11
Bream,603.9,30.59,33.16,38.21,15.48,5.08
Roach,210.0,28.56,30.8,34.58,8.13,5.26
Roach,128.8,17.6,18.72,21.36,5.53,2.9
Roach,240.0,26.52,28.2,32.16,8.88,4.95
Perch,275.0,27.94,30.25,31.79,8.01,5.02
Bream,1090.0,36.52,40.33,46.43,20.66,7.2
Whitefish,312.12,26.11,28.56,31.42,8.95,4.78
Pike,474.24,41.6,44.2,47.32,7.57,4.5
Pike,4.02,5.58,5.88,6.48,1.04,0.63
Parkki,116.4,16.97,18.43,20.66,8.14,2.83
Smelt,12.44,11.73,12.44,13.67,2.13,1.42
Parkki,276.0,22.08,23.92,26.68,10.46,3.9
Pike,468.7,38.7,41.42,44.15,7.95,4.99
Bream,408.0,28.68,31.8,37.32,14.85,5.64
Parkki,144.0,21.0,22.8,25.56,10.07,3.5
Parkki,130.8,19.08,20.71,23.22,9.15,3.18
Bream,700.0,30.4,33.0,38.3,14.86,5.29
Roach,138.0,18.77,20.24,22.72,5.34,3.45
Bream,900.0,44.1,48.0,55.8,23.16,8.37
Perch,578.24,33.28,35.88,37.96,10.67,6.64
Bream,579.5,29.35,31.82,36.67,14.85,4.88
Pike,2640.0,94.4,101.44,108.8,17.3,11.97
Smelt,15.68,17.12,17.92,19.84,3.33,2.04
Bream,790.5,30.5,33.48,38.69,15.71,5.76
Whitefish,88.0,21.6,23.52,26.4,10.96,3.72
Whitefish,752.0,31.68,34.22,37.22,11.06,6.18
Roach,408.0,37.5,40.5,45.9,12.85,7.16
Roach,128.0,16.4,18.0,20.24,5.63,3.06
Smelt,14.47,12.64,13.39,14.58,2.62,1.37
Parkki,5.37,6.83,7.64,8.01,1.92,1.28
Parkki,139.5,17.11,18.6,20.83,8.27,3.06
Roach,154.0,26.74,29.12,32.34,8.63,4.75
Bream,674.25,29.57,32.55,38.04,15.21,5.63
Roach,148.4,22.26,23.85,26.5,6.94,3.52
Smelt,6.86,7.98,8.4,9.24,1.54,0.8
Bream,693.0,31.58,34.65,40.09,16.08,5.53
Pike,1472.5,53.2,57.0,60.8,9.12,5.84
Bream,435.6,31.56,34.8,40.2,15.28,5.35
Perch,187.5,28.5,31.5,33.75,8.54,5.5
Perch,1116.5,40.7,44.0,46.64,13.62,8.21
Perch,227.25,22.22,24.24,25.75,7.37,3.76
Smelt,21.44,18.72,19.84,21.6,3.89,2.03
Whitefish,980.0,36.55,39.2,42.63,12.11,6.39
Parkki,156.6,21.38,23.22,26.03,10.52,3.41
Roach,110.4,26.4,29.12,32.48,8.48,4.51
Perch,294.0,26.36,28.13,29.5,7.43,4.54
Whitefish,560.0,23.59,25.48,27.72,8.23,4.6
Perch,154.7,19.57,21.39,22.75,5.71,3.39
Roach,162.61,22.22,23.63,26.97,6.98,3.67
Roach,127.4,19.11,20.48,22.75,5.96,3.03
Parkki,116.4,16.97,18.43,20.66,8.14,2.83
Parkki,72.0,10.5,11.4,12.78,5.04,1.75
Whitefish,296.82,24.83,27.16,29.88,8.51,4.54
Pike,959.5,48.78,52.22,55.65,9.02,6.23
Bream,477.0,28.41,31.48,36.78,14.42,5.22
Bream,715.0,34.1,36.85,42.57,15.92,6.3
Roach,162.24,21.12,23.04,26.11,7.23,3.68
Pike,282.0,30.74,32.9,36.47,5.58,4.12
Roach,134.4,20.16,21.6,24.0,6.29,3.19
Perch,1320.0,46.8,50.4,53.52,15.36,8.24
Bream,936.0,35.9,39.36,44.06,17.89,6.48
Pike,737.1,56.16,59.8,63.31,10.13,6.33
Pike,1520.0,53.2,57.0,60.8,9.12,5.84
Pike,874.0,44.44,47.56,50.69,8.21,5.68
Whitefish,1040.0,38.79,41.6,45.24,12.85,6.79
Parkki,210.0,25.76,28.0,31.36,12.45,4.61
Bream,938.4,35.7,39.27,44.98,18.4,6.43
Parkki,196.0,20.78,22.54,25.28,10.14,3.59
Pike,276.0,30.08,32.2,35.7,5.46,4.03
Perch,312.0,27.98,29.85,31.3,7.89,4.82
Bream,1008.25,39.46,43.05,49.38,20.44,7.36
Whitefish,82.5,20.25,22.05,24.75,10.27,3.49
Parkki,198.0,20.99,22.77,25.54,10.24,3.63
Pike,285.0,33.06,35.43,37.81,5.97,3.82
Roach,212.0,23.43,24.91,28.41,7.84,4.37
Whitefish,1500.0,55.95,60.0,65.25,18.53,9.79
